id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,name,retweet_count,text,tweet_created,tweet_id,tweet_location,user_timezone
12566,No candidate mentioned,0.4539,Yes,0.6737,Negative,0.6737,FOX News or Moderators,0.4539,MaddyKarimyar,11,"RT @congoboy: This is going to be a long, tiring election season. 
""shockingly ill-informed"" candidates at #GOPDebate
http://t.co/vTK1k0tXiâ€¦",07-08-2015 09:50,6.30E+17,"Washington, DC",Central Time (US & Canada)
12752,Ted Cruz,0.4539,Yes,0.6737,Negative,0.6737,None of the above,0.4539,gcustomer99,0,"RT @maureenjohnson: ""Where do you think women should sleep when they have The Curse? The shed? Or in an open field, not on your property?' â€¦",07-08-2015 09:48,6.30E+17,greatest city on earth,Eastern Time (US & Canada)
1796,No candidate mentioned,1,Yes,1,Neutral,0.6939,FOX News or Moderators,1,bittybyte,164,RT @mojowhoha: All the Debaters from the #GOPDebate on the Next @racewarspodcast with @Sherrod_Small @kurtmetzger  XM103 Sirius206 Wed @ 9pâ€¦,,6.30E+17,"Fort Worth, Texas",Central Time (US & Canada)
7144,No candidate mentioned,0.3989,No,0.6316,Positive,0.3158,None of the above,0.3989,JonOldenburg,0,@GovMikeHuckabee Thought you did a good job articulating the issues. #GOPDebate,07-08-2015 09:44,6.30E+17,Bed-Stuy,Eastern Time (US & Canada)
14028,No candidate mentioned,1,Yes,1,Negative,1,None of the above,1,MisteProgram,0,"Trump thinks criticism of his misogynistic remarks is a ""political correctness"" problem. Nope, it's a pervasive #sexism problem. #GOPDebate",07-08-2015 09:50,6.30E+17,"Georgia, Texas, New Mexico",
14833,No candidate mentioned,1,Yes,1,Positive,0.6928,FOX News or Moderators,0.6928,astaristarry,0,"RT @Marnus3: The perfect remedy for a #GOPDebate hangover is to #FF @ShaunKing  
@Oregonemom   @Joseph_Santoro  @BWheatnyc @S_Cosgrove @caiâ€¦",07-08-2015 09:42,6.30E+17,"Black Twitter, USA",Eastern Time (US & Canada)
10846,No candidate mentioned,1,No,1,Neutral,0.6196,None of the above,1,evil0men,55,RT @kvxrdashian: when you leave the Republican Party and become a Democrat. #GOPDebate http://t.co/XrmlHwo1NV,,6.30E+17,"Brooklyn, NY",Quito
1055,No candidate mentioned,1,No,1,Positive,0.6196,None of the above,1,PhillipsTaylorR,1,"#Trump is right about @megynkelly but really needs to study Matthew 7, verses 3-5. #GOPDebate  https://t.co/ygNprhiehV",07-08-2015 09:45,6.30E+17,,
8312,Mike Huckabee,0.4265,Yes,0.6531,Negative,0.6531,None of the above,0.4265,2ward4ward,14,"RT @jfreewright: Last time I heard ""stupid"" &amp; ""idiot"" used so liberally in a debate was during a race for the president of my kindergarten â€¦",07-08-2015 09:47,6.30E+17,"Land O' Lakes, FL",Pacific Time (US & Canada)
9426,Ben Carson,0.41,Yes,0.6403,Neutral,0.3279,Religion,0.41,marcylauren,241,RT @rebleber: This was the only time climate change came up in either #GOPdebate. http://t.co/MzPVNRFmzL,,6.30E+17,"Pittsburgh, PA",Eastern Time (US & Canada)
47,Donald Trump,0.4642,Yes,0.6813,Neutral,0.3407,FOX News or Moderators,0.4642,leeleemunster,6,"RT @AmyMek: ""God has blessed the Republican party with many great candidates, @TheDemocrats can't even find one"" - @marcorubio #GOPDebate",,6.30E+17,,Central Time (US & Canada)
13001,Mike Huckabee,0.6526,Yes,1,Positive,1,None of the above,1,georgehenryw,0,RT @RobGeorge: That Carly Fiorina is trending -- hours after HER debate -- above any of the men in just-completed #GOPdebate says she's on â€¦,07-08-2015 09:46,6.30E+17,,Atlantic Time (Canada)
970,Ted Cruz,0.4135,Yes,0.643,Negative,0.643,Immigration,0.4135,catchcaleb,0,RT @johneberkowitz: This sums up the #GOPDebate perfectly. http://t.co/d6p2W69Ea5,07-08-2015 09:46,6.30E+17,,
10472,Rand Paul,1,Yes,1,Positive,0.6667,None of the above,1,Moonspinner55,12,Passion of the #GOPDebate #ReligiousUpaMovie,07-08-2015 09:41,6.30E+17,"LOS ANGELES,CA",Pacific Time (US & Canada)
11963,No candidate mentioned,0.4307,No,0.6562,Positive,0.6562,None of the above,0.4307,michellerichmon,0,"#rubio still my preference but i can see point of his critics over opportunism, inconsistency #gopdebate",07-08-2015 09:41,6.30E+17,,Eastern Time (US & Canada)
8526,No candidate mentioned,1,No,1,Positive,1,None of the above,1,ctmock,0,"RT @libertyjibbet: Hey .@realDonaldTrump You know who didn't whine about ""unfair"" questions? @CarlyFiorina Grow a set why don't ya'. #GOPDeâ€¦",07-08-2015 09:45,6.30E+17,Texas,
6018,Donald Trump,0.6404,No,1,Neutral,0.6629,FOX News or Moderators,1,ERNESTZorro,7,RT @bruneski: Was upstairs putting the kids to bed. How many questions about climate change did I miss? #GOPDebate #GOPClownCar,,6.30E+17,,
13754,Donald Trump,0.3921,Yes,0.6262,Neutral,0.6262,None of the above,0.3921,teachsbeach,14,RT @tedcruz: What we need is a Commander-in-Chief that makes it clear if you join ISIS then you are signing your death warrant #GOPDebate #â€¦,,6.30E+17,"Berkeley, CA",
10133,John Kasich,0.6856,Yes,1,Positive,1,None of the above,1,kArjunShenoy,717,"RT @ChronFalkenberg: ""The military is not a social experiment. The purpose of the military is to kill people and break things."" Huckabee saâ€¦",07-08-2015 09:44,6.30E+17,,
13491,No candidate mentioned,1,Yes,1,Positive,1,None of the above,1,VikkyRozay,0,@ChrisChristie won the #GOPDebate last night. Only candidate who answered questions directly and not afraid to take on tough issues.,07-08-2015 09:40,6.30E+17,Anywhere & Everywhere!,Eastern Time (US & Canada)
8155,No candidate mentioned,1,Yes,1,Negative,0.675,None of the above,1,dej388,34,RT @pfikac: .@JebBush 'We are on the verge of the greatest time to be alive in this world but Washington is holding us back' #mysa #txlege â€¦,07-08-2015 09:49,6.30E+17,"Ann Arbor, MI 1/5",Eastern Time (US & Canada)
9738,No candidate mentioned,1,Yes,1,Negative,1,LGBT issues,1,censoredbee,1,"RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate ðŸ˜’ --&gt; http://t.co/QxdoeMfuqO http://t.co/mcr6lrJh2h",07-08-2015 09:48,6.30E+17,,Ljubljana
11658,Donald Trump,0.6522,No,1,Positive,1,None of the above,1,OStateFanVicki,0,RT @JaxT0520: Done with @FoxNews after last nights #GOPDebate @megynkelly showed her true colors but @realDonaldTrump shined! #Trump2016,07-08-2015 09:44,6.30E+17,Occupied Amerika,Atlantic Time (Canada)
7241,No candidate mentioned,1,No,1,Positive,0.6667,None of the above,0.6667,BraveConWarrior,2,RT @BenjaminJS: Getting more excited for the #GOPDebate http://t.co/EfGRo33pMO,07-08-2015 09:43,6.30E+17,"Des Moines, Iowa",
5547,No candidate mentioned,1,Yes,1,Positive,0.6444,None of the above,1,Birchbark_Canoe,0,"Republicans Debate Economics: Rubio Wins, Bush Falters, Huckabee Exaggerates http://t.co/mOlloaQhWQ #GOPdebate #knowmorenotless @GPNAPLang",07-08-2015 09:45,6.30E+17,Twitter,
10382,Donald Trump,1,No,1,Positive,1,None of the above,1,MadNietzsche,2,RT @DrienaSixto: Wohoo! America's youth has the right idea don't cha think? ;) #StudentsForRubio #GOPDebate @_SFRNC http://t.co/L4WvZWwun6,07-08-2015 09:42,6.30E+17,"St George, UT",Mountain Time (US & Canada)
8316,No candidate mentioned,1,No,1,Negative,1,None of the above,1,Azn_CyberSleuth,0,"Although the occasional dick, @realDonaldTrump sure knows how to keep these political debates alive and exciting. #GOPDebate",07-08-2015 09:47,6.30E+17,,
8477,No candidate mentioned,0.4494,Yes,0.6704,Negative,0.6704,Racial issues,0.2465,STERLINGMHOLMES,0,"RT @FreedomJames7: John Kasich Is A RINO.
#GOPDebate",07-08-2015 09:46,6.30E+17,Atlanta,Eastern Time (US & Canada)
14295,Rand Paul,1,Yes,1,Negative,1,None of the above,1,borsato79,0,"That pose is SO awkward. Who in the hell did she work with?  She's stiff, not natural. Kinda like the #GOPDebate last night. @Pissed_Pat",07-08-2015 09:48,6.30E+17,Northern Hemisphere - Earth,Eastern Time (US & Canada)
7349,Donald Trump,1,No,1,Positive,0.6848,Healthcare (including Medicare),1,RonNussbeck,1,"RT @rumpfshaker: Having attended @marcorubio &amp; @GovernorPerry's announcements, I assure you both mentioned illegal immigration as a prioritâ€¦",07-08-2015 09:42,6.30E+17,,Pacific Time (US & Canada)
3845,Donald Trump,0.6277,Yes,1,Negative,0.6809,None of the above,1,edjschenk,0,(cont)#GOPDebate  Losers:  Rand @RandPaul (too combative and mean) and @realDonaldTrump (the fix was in)  Biggest Loser: FoxNews credibility,07-08-2015 09:47,6.30E+17,,
711,No candidate mentioned,1,No,1,Negative,0.6989,None of the above,1,thehighstinkin,3,RT @zellieimani: What people saw in person vs what we saw on tv. #GOPDebate http://t.co/QlGsXRH5Hw,07-08-2015 09:48,6.30E+17,Massachusetts,
3703,No candidate mentioned,1,Yes,1,Negative,1,None of the above,1,wetsprocket,6,RT @GerryDuggan: The Kryptonian science council was more worried about climate change than these scary people. #GOPDebate,07-08-2015 09:49,6.30E+17,Canada,Central Time (US & Canada)
386,No candidate mentioned,1,No,1,Neutral,1,None of the above,0.6966,DavidBloomberg,94,I am hearing about the Fair tax again. #GOPDebate,,6.30E+17,,Mountain Time (US & Canada)
1271,Ben Carson,1,Yes,1,Positive,1,None of the above,0.6739,zolly_b,1,"RT @brianmrosenthal: ICYMI: At #GOPDebate, @RandPaul calls out Houston Mayor Annise Parker over #HERO controversy: http://t.co/qxB1edQOzN",07-08-2015 09:43,6.30E+17,New York City,Eastern Time (US & Canada)
8455,Marco Rubio,1,No,1,Negative,0.6582,Jobs and Economy,1,jennylynnthomp1,93,"RT @ergeekgoddess: Yo #GOPDebate, I'm really happy for you, I'mma let you finish. But #JonStewart had one of the best TV shows of all time.â€¦",07-08-2015 09:46,6.30E+17,724,Eastern Time (US & Canada)
11908,No candidate mentioned,1,Yes,1,Positive,0.6703,None of the above,1,jamesKARATEpolk,0,RT @optibotimus: Know what's funny....the #GOPDebate probably has a better score on rotten tomatoes than #FantasticFour ðŸ‘,07-08-2015 09:41,6.30E+17,,
5847,Jeb Bush,1,Yes,1,Positive,1,Jobs and Economy,0.6564,lglmoss,133,"After the #GOPDebate, I'm all #YasKween! http://t.co/2VRyVXpTgU",07-08-2015 09:42,6.30E+17,,Mountain Time (US & Canada)
13398,No candidate mentioned,1,Yes,1,Positive,1,Religion,0.6882,JuliaTrilby,232,"Shout-out to @megynkelly, landslide winner of last night's #GOPDebate. Amazing job moderating that thing.",07-08-2015 09:41,6.30E+17,Tampa,Eastern Time (US & Canada)
7218,No candidate mentioned,1,No,1,Positive,1,Jobs and Economy,1,JillMillerZimon,0,"@PamelaGeller @AnnCoulter Kim/Kanye are great examples of Hillary's ""useful idiots"" that @RealBenCarson was referring to in #GOPDebate .",07-08-2015 09:43,6.30E+17,"Somewhere, USA",Mountain Time (US & Canada)
12429,Donald Trump,0.4347,Yes,0.6593,Neutral,0.3626,None of the above,0.4347,NottlyCreek,66,RT @FoxNews: .@RandPaul at the #GOPDebate: http://t.co/7L6XapqamU,,6.30E+17,,
5990,Donald Trump,0.4247,No,0.6517,Positive,0.6517,None of the above,0.4247,Sleevetalkshow,0,"Donald is my hero. 
 #GOPDebate http://t.co/9ZZFLChJQO",07-08-2015 09:40,6.30E+17,,
14823,Donald Trump,0.6702,Yes,1,Positive,1,None of the above,1,NatiWhatever,199,"genuinely impressed by @megynkelly. Thanks for your thoughtful questions on women, foreign policy, and race #GOPDebate",07-08-2015 09:42,6.30E+17,New York,Atlantic Time (Canada)
7701,No candidate mentioned,1,Yes,1,Neutral,1,None of the above,1,LaffertyRowena,27,Donald Trump Clashes With Megyn Kelly During #GOPDebate  (Video)   https://t.co/k8h5CZrYMW,,6.30E+17,"Ellicott City, Maryland",Eastern Time (US & Canada)
13501,No candidate mentioned,1,Yes,1,Neutral,0.6578,None of the above,1,I_Am_Kenzi,5,RT @NancyLeeGrahn: How did everyone feel about the Climate Change question last night? Exactly. #GOPDebate,,tweet_id,tweet_location,user_timezone
10868,Donald Trump,1,Yes,1,Neutral,0.6264,None of the above,1,Liberalibrarian,4,"RT @KennedyNation: ""Megyn I could crack your head open and eat your brain."" - Dr Ben Carson #GOPDebate",,6.30E+17,"lib utopia, with unicorns",Pacific Time (US & Canada)
3687,No candidate mentioned,0.4616,Yes,0.6794,Negative,0.3497,FOX News or Moderators,0.2376,Sammie_Sue12,0,RT @AndreaTantaros: About last night. Are you watching @OutnumberedFNC ? We got @ericbolling and all the good stuff from the #GOPDebate on â€¦,07-08-2015 09:49,6.30E+17,"California, USA",Pacific Time (US & Canada)
5714,No candidate mentioned,0.4171,Yes,0.6458,Positive,0.6458,None of the above,0.4171,sjwallin,21,"After #GOPDebate #FeelTheBern can step over fallen #Hillary2016
#Justice #FBI #FEC to dissect too of 22nd Amendment: http://t.co/4ljEUG3gyE?",07-08-2015 09:43,6.30E+17,"New York, NY USA",Eastern Time (US & Canada)
5839,Scott Walker,1,Yes,1,Positive,1,Abortion,1,cocopercoco,653,I like senator #GOPDebate #Carson2016,07-08-2015 09:42,6.30E+17,Oklahoma,Eastern Time (US & Canada)
11283,Ted Cruz,0.4204,Yes,0.6484,Negative,0.3516,None of the above,0.4204,TheVGBlog,0,"Jeb Bush: ""I defunded Planned Parenthood""

....he is proud that he denied thousands of women access to life saving healthcare...
#GOPDebate",07-08-2015 09:48,6.30E+17,,Central Time (US & Canada)
13967,Donald Trump,1,No,1,Neutral,0.3529,FOX News or Moderators,1,Animal1984Farm,0,Very interesting.#GOPDebate  https://t.co/6INkmV9KZw,,6.30E+17,,Dublin
9513,Donald Trump,0.2575,No,0.6742,Negative,0.6742,Women's Issues (not abortion though),0.2575,JulietteIsabell,0,"#GOPDebate rankings: worst to be performance - Rubio, Kasich, Christie, Bush, Trump, Cruz, Walker, Paul, Huckabee, Carson.",07-08-2015 09:50,6.30E+17,"Breslau, Ontario ",
9089,Donald Trump,1,Yes,1,Neutral,1,None of the above,0.3483,DoremusJ,13,"RT @TheBaxterBean: Rubio Budget Raises MiddleClass Taxes, Adds $4.5T Deficit, Cuts InvestmentTax To $0 http://t.co/9S9NuVSAf7 #GOPDebate htâ€¦",,6.30E+17,Southwest USA,
4984,Ted Cruz,1,Yes,1,Neutral,1,Foreign Policy,0.6899,Bobby9527,74,"RT @jangelgonzalo: The GOP debate, charted word by word http://t.co/utUowZIvj6 #GOPDebate",,6.30E+17,"San Diego, CA",
8912,Donald Trump,0.7042,Yes,1,Positive,0.6523,None of the above,0.6523,joehudsonsmall,0,RT@brianstelter Overnight #'s: #GOPDebate had a 16.0 household rating. (vs 5.3 in 2011/12) http://t.co/4IH7BTyeaZ http://t.co/e9FIG93k0i,07-08-2015 09:41,6.30E+17,,
8924,No candidate mentioned,0.6629,No,1,Positive,0.6629,None of the above,1,samugranados,1,With first debate over.... hands down @TedCruz is my pick for President! #GOPDebate http://t.co/g0jq1Y53bo,07-08-2015 09:41,6.30E+17,New York City,Eastern Time (US & Canada)
5988,No candidate mentioned,1,Yes,1,Positive,0.7079,None of the above,1,Tdeck14,391,"#Fallon to Jon #Stewart: ""Please Come Back, I Canâ€™t Do It Alone"" https://t.co/IUa0hy2UC6 #GOPDebate #Politics",07-08-2015 09:40,6.30E+17,Los Angeles,Pacific Time (US & Canada)
2334,Chris Christie,1,Yes,1,Negative,0.6662,None of the above,1,drewbaxta,0,"hadiyah: Bruh, Ben Carson is boring AF! He need to punch Trump in the face so he can get in the game. #GOPDebate",07-08-2015 09:47,6.30E+17,"Salt Lake City, Utah",Quito
7409,Donald Trump,0.4497,Yes,0.6706,Positive,0.6706,FOX News or Moderators,0.4497,WhineNot,2,"Chris Christie did nicely, I think. I'm surprised Fox News didn't hit him with ""fat"" questions though. #fitnessaspresident #GOPDebate",07-08-2015 09:41,6.30E+17,,
10700,No candidate mentioned,0.4649,Yes,0.6818,Neutral,0.6818,None of the above,0.4649,jojo21,9,RT @WND_TXT: #Trump is a man  who is Substance.A fighter.The Intellectual Class will never be able to understand a hands on person like Truâ€¦,,6.30E+17,TX,Mountain Time (US & Canada)
3633,Chris Christie,1,No,1,Negative,0.6404,None of the above,1,mfeagans,194,RT @MattyIceAZ: Scott Walker can't even carry his own state. #GOPDebate,07-08-2015 09:49,6.30E+17,Italy,Belgrade
968,John Kasich,0.684,Yes,1,Negative,1,None of the above,0.684,ryanearldobbs,0,"Early2000s: I did political theater w/""Billionaires for Bush (or Gore)"" re corruption of $ in politics. #GOPDebate Trump: ""I buy 'em all!""",07-08-2015 09:46,6.30E+17,"Tulsa, Oklahoma, United States",Central Time (US & Canada)
4357,Marco Rubio,1,Yes,1,Positive,0.6915,None of the above,1,NeverYouMind,0,RT @JohnConti78: Article calling @JohnKasich's performance at #GOPDebate 'Fantastic' http://t.co/0qhbseqeZ8  #Kasich4Us #Kasich2016,07-08-2015 09:42,6.30E+17,America,Alaska
12999,No candidate mentioned,0.4955,No,0.7039,Negative,0.7039,None of the above,0.4955,CurlyJefff,107,RT @Didikatz: Mistake to think #GOPDebate would be fun. Seeing deep sickness US conservatism has become bastardized &amp; spawned by @FoxNews vâ€¦,07-08-2015 09:46,6.30E+17,,
10398,No candidate mentioned,1,No,1,Positive,1,Religion,0.6882,JuliaTrilby,232,"Shout-out to @megynkelly, landslide winner of last night's #GOPDebate. Amazing job moderating that thing.",07-08-2015 09:41,6.30E+17,Tampa,Eastern Time (US & Canada)
1049,No candidate mentioned,0.4224,Yes,0.6499,Positive,0.6499,None of the above,0.4224,SocialMediaNAUC,0,RT @CharlotteLaws: Chris Christie is really standing out at the #GOPdebate,07-08-2015 09:45,6.30E+17,,Pacific Time (US & Canada)
13829,No candidate mentioned,1,No,1,Neutral,0.6778,FOX News or Moderators,0.6778,WhatRepublic,0,@DomenicoNPR @MediaEqualizer crazy that Cruz only got 3 mins at debate #gopdebate,,6.30E+17,"California, USA",
9572,No candidate mentioned,1,No,1,Negative,0.6691,Abortion,1,RobertJordan16,0,"RT @realDonaldTrump: ""@stinger_inc: @realDonaldTrump  @megynkelly's behaviour at the #GOPDebate was astonishingly biased.""",07-08-2015 09:50,6.30E+17,"Michigan, USA",Pacific Time (US & Canada)
1319,Mike Huckabee,0.4818,No,0.6941,Positive,0.6941,None of the above,0.4818,QR4Elections,0,"RT @Polarinski: I have no doubt #CarlyFiorina has the stones to lead this country in a better direction.
 #GOPDebate",07-08-2015 09:42,6.30E+17,,Eastern Time (US & Canada)
8424,No candidate mentioned,1,Yes,1,Negative,1,None of the above,1,CalicoGardens,8,"#GOPDebate ignored Americaâ€™s 45 million poor, but didnâ€™t stop the candidates from mentioning â€œimmigrationâ€ and â€œillegalâ€ as the real threat",07-08-2015 09:46,6.30E+17,Minnesota,Central Time (US & Canada)
2932,No candidate mentioned,1,Yes,1,Positive,1,None of the above,1,IrelandTina,12,"According to ratings today it seems Rubio won the #GOPDebate and I am super pumped. Young, Latino guy is a great image for the new GOP :)",07-08-2015 09:41,6.30E+17,,
4291,No candidate mentioned,0.4444,No,0.6667,Positive,0.3333,None of the above,0.4444,Jayrome1107,0,RT @JacobEngels: .@realDonaldTrump is winning. Key takeaways from the #FoxDebate. http://t.co/DYLhHIHpDT #GOPDebate #sayfie #tcot #gop2016 â€¦,07-08-2015 09:43,6.30E+17,America,Eastern Time (US & Canada)
11950,Ted Cruz,1,Yes,1,Positive,0.3412,Foreign Policy,1,marklellis,21,"RT @PamelaGeller: Ben Carson: ""There are no politically correct wars."" #amen #GOPDebate",07-08-2015 09:41,6.30E+17,,Quito
4712,Marco Rubio,0.4535,Yes,0.6734,Neutral,0.6734,LGBT issues,0.4535,seedywumps,9,"@realDonaldTrump got ""trumped"" by @megynkelly #GOPDebate",,6.30E+17,"Austin, Texas",
7582,No candidate mentioned,1,Yes,1,Neutral,0.6211,Healthcare (including Medicare),0.6986,AtticusBooks,0,I think @realDonaldTrump was caught by surprise by that first question and was never able to recover his equilibrium. #GOPDebate,,6.30E+17,,Eastern Time (US & Canada)
5870,No candidate mentioned,1,Yes,1,Positive,1,FOX News or Moderators,0.6893,NGoshay,262,This is my favorite quote of the #GOPDebate This is the only point @realDonaldTrump needed to make.  https://t.co/KwHdfmUvA5,07-08-2015 09:42,6.30E+17,Islamabad PAK,Islamabad
11664,Mike Huckabee,0.4589,No,0.6774,Positive,0.6774,None of the above,0.4589,TheDonkeyHotey,201,Jeb Bush: a proven conservative record &amp; proven record of winning #gopdebate https://t.co/vN45Hf6YEM,07-08-2015 09:44,6.30E+17,,Central Time (US & Canada)
2601,No candidate mentioned,1,Yes,1,Positive,1,Racial issues,1,_BryceTea_,35,"RT @GovMikeHuckabee: ""@GovMikeHuckabee had a good night...he did well tonight."" - @BretBaier #ImWithHuck #GOPDebate
https://t.co/FN6m0gMKnq",07-08-2015 09:45,6.30E+17,"Light and dark, form and void",
12466,Marco Rubio,0.4218,No,0.6495,Neutral,0.6495,None of the above,0.4218,derekflynch,0,"Tune into @937TheTicket for #4Downs at 11:45. Talking #GOPDebate and #TheDailyShow, Gronk Bus LLC, our dream jobs, and Yordano Ventura.",,6.30E+17,"Inkster, MI",Eastern Time (US & Canada)
9172,No candidate mentioned,1,No,1,Neutral,1,FOX News or Moderators,1,fc7822,0,RT @alexandraheuser: #FF WHOA (WEIRD format -Any1 know about this?) https://t.co/Np8CjQWYJi #GOPDebate #GOP #RNC @Reince @rushlimbaugh @kilâ€¦,,6.30E+17,,Central Time (US & Canada)
8613,No candidate mentioned,1,No,1,Positive,0.6517,None of the above,1,oliviaawells,126,Chris Christie: Pro-Life Republicans Should Never Apologize for Being Pro-Life http://t.co/mDMnEd8lGq #GOPDebate http://t.co/T8olJo68Mj,07-08-2015 09:44,6.30E+17,"Â¯\_(ãƒ„)_/Â¯  WTF, NY",Eastern Time (US & Canada)
2237,No candidate mentioned,1,No,1,Negative,1,Immigration,0.6813,paolo44444,0,They obviously didn't get the memo about #SeersuckerThursday. #GOPDebate http://t.co/LZagRRtZfl,07-08-2015 09:48,6.30E+17,Santa Barbara (via Arizona),Pacific Time (US & Canada)
13494,No candidate mentioned,1,No,1,Positive,0.668,Jobs and Economy,0.7005,Ritmoyclase2,269,"RT @CatholicLisa: Hats off to Ben Carson for using the term ""useful idiots"" re: Hillary Clinton and the secular progressive movement. #GOPDâ€¦",07-08-2015 09:40,6.30E+17,,
8290,No candidate mentioned,1,No,1,Negative,1,FOX News or Moderators,1,EscapeVelo,46,RT @amaraconda: I SWEAR TO GOD IF ANOTHER CIS WHITE MAN SPEAKS ON ABORTION LIKE THEY KNOW WHAT ITS LIKE BEING PREGNANT......... #GOPDebate,07-08-2015 09:48,6.30E+17,Dallas,
13410,Donald Trump,1,Yes,1,Positive,0.6593,FOX News or Moderators,0.6703,NtheNite2,0,"I think @megynkelly won #GOPDebate!  Hard hitting questions of concern to majority of voter, not just fringe GOP base. 

#MegynForPresident",07-08-2015 09:41,6.30E+17,South,Eastern Time (US & Canada)
7469,Donald Trump,0.6703,No,1,Positive,0.6813,None of the above,1,greenspaceguy,0,"Cruz has class &amp; truth, that gets my vote! #GOPDebate",07-08-2015 09:41,6.30E+17,Arizona â˜€,Arizona
3885,Donald Trump,1,Yes,1,Negative,1,None of the above,1,StitchJonze,0,These boys imagine themselves in the Oval Office? God help us all. #GOPdebate #debate #houseofcards,07-08-2015 09:47,6.30E+17,,Eastern Time (US & Canada)
3872,Donald Trump,1,No,1,Negative,1,FOX News or Moderators,1,LAWriter,0,which is NOT fair and balanced #GOPDebate,07-08-2015 09:47,6.30E+17,"San Diego, CA USA",Pacific Time (US & Canada)
5478,Mike Huckabee,1,No,1,Negative,0.6951,None of the above,0.68,LelaV89,2,RT @Number10cat: I'm just glad there isn't a swimsuit round #GOPDebate http://t.co/tiTzlo93OF,07-08-2015 09:46,6.30E+17,EARTH ,Pacific Time (US & Canada)
1693,No candidate mentioned,1,Yes,1,Neutral,0.6937,Abortion,0.6937,dalenleavy,234,"RT @brian_mcgill: Fantastic statistical breakdown of the #GOPdebate from @randyyeip, @stuartathompson last night.http://t.co/dbGL8GdFPb httâ€¦",,6.30E+17,"Ellicott City, Maryland",Eastern Time (US & Canada)
6437,No candidate mentioned,1,No,1,Neutral,1,Racial issues,1,Alee_Bono,0,"@sallykohn Substantive, vigorous, revealing....it was probably just over your head. #GOPDebate",,6.30E+17,"New York, NY",Eastern Time (US & Canada)
7650,No candidate mentioned,1,Yes,1,Neutral,0.6923,Immigration,1,jojo21,8,RT @SouthernHomo: Me as a moderator at the #GOPDebate http://t.co/URnKZ69fNx,,6.30E+17,SSCA,Arizona
11712,Donald Trump,0.4642,Yes,0.6813,Positive,0.6813,None of the above,0.4642,RevFranklinBigM,1,@FoxNews failed @megynkelly appeared follish and @realDonaldTrump ROCKED the HOUSE!#GOPDebate  https://t.co/BUoYE6dNLl,07-08-2015 09:43,6.30E+17,,Pacific Time (US & Canada)
9318,No candidate mentioned,1,Yes,1,Neutral,0.6407,None of the above,1,MYKALFURY,14,.@Mark Davis says @CarlyFiorina earned a promotion to the #GOPDebate main stage next time. http://t.co/tynvMJc7dn http://t.co/hxBPQIowMH,,6.30E+17,Fly-over town,Central Time (US & Canada)
9559,No candidate mentioned,1,Yes,1,Negative,1,None of the above,1,SpenceWhitney,0,"RT @carIisIe: None of them have made Trump look out of place or foolish yet. Think about that. When you're done crying, think about it agaiâ€¦",07-08-2015 09:50,6.30E+17,"Madison , AL",
3990,No candidate mentioned,0.4342,No,0.6589,Negative,0.3391,,0.2247,catchinawave13,1,@Deb_Libby Half the Republican base has dementia. They probably found it riveting (when not confusing the TV w/the toaster). #GOPDebate,07-08-2015 09:46,6.30E+17,,
1150,Donald Trump,1,Yes,1,Positive,1,None of the above,0.7128,peterjhasson,1,"RT @DanScavino: 2015 #GOPDebate Winner?
Time has @realDonaldTrump leading with 42%. 
#Trump2016 #MakeAmericaGreatAgain ðŸ‡ºðŸ‡¸ http://t.co/dOckSâ€¦",07-08-2015 09:44,6.30E+17,,
11668,No candidate mentioned,0.3974,Yes,0.6304,Positive,0.6304,FOX News or Moderators,0.3974,CoxaleeLee,7,"RT @peddoc63: Go CarlyðŸ“¢
Go CarlyðŸ“¢
Go CarlyðŸ“¢
@CarlyFiorina #Carly2016 #GOPDebate
@steph93065 @MaydnUSA http://t.co/Pk45i5Zvk0",07-08-2015 09:44,6.30E+17,Arizona,Arizona
10681,No candidate mentioned,1,Yes,1,Neutral,0.6629,Abortion,1,SableViews,7,"RT @hwrudulph: Take a break from the #GOPDebate and reminisce with me on the awesome, groundbreaking badassery of #QueenLatifah. http://t.câ€¦",,6.30E+17,Washington State,
9396,No candidate mentioned,0.461,No,0.679,Neutral,0.3432,Abortion,0.461,outlawjoZ,0,RT @edwrather: Last night at the debate we had an opportunity to hear the moderators debate Trump...the moderators lost #GOPDebate #Tcot #câ€¦,,6.30E+17,,Central Time (US & Canada)
9123,No candidate mentioned,1,Yes,1,Neutral,0.6932,None of the above,1,paulrikmans,4,"RT @NadaMoo: Everyone's talking about the #GOPDebate. Meanwhile, I'm debating between Banana, PB &amp; Chocolate or Cookies n Cream. ðŸ˜° http://tâ€¦",,6.30E+17,,Quito
703,No candidate mentioned,1,Yes,1,Negative,1,None of the above,1,wetsprocket,6,RT @GerryDuggan: The Kryptonian science council was more worried about climate change than these scary people. #GOPDebate,07-08-2015 09:49,6.30E+17,Canada,Central Time (US & Canada)
14238,No candidate mentioned,1,Yes,1,Negative,1,LGBT issues,1,censoredbee,1,"RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate ðŸ˜’ --&gt; http://t.co/QxdoeMfuqO http://t.co/mcr6lrJh2h",07-08-2015 09:48,6.30E+17,,Ljubljana
