,text,sentiment
3895,RT @patriotmom61: THIS --&gt; Rick Santorum Says Gay Marriage Has No Constitutional Basis https://t.co/mauVIFy6oh #GOPDebate #FoxDebate #tcot â€¦,Neutral
3896,"RT @fakedansavage: Kelly: ""You call women you don't like 'fat pigs,' 'dogs,' and 'disgusting animals.'"" Trump: ""Only Rosie O'Donnell."" Crowâ€¦",Neutral
3897,RT @megynkelly: .@tedcruz gets powerful response from @FrankLuntz focus group. #KellyFile #GOPDebate,Positive
3898,RT @KelliSerio: . @megynkelly 'What are we going to do for our #veterans #GOPDebate #GOPdebtate,Neutral
3899,Most retweeted for #GOPDebate #wakeupeveryone https://t.co/R4JUZdFQ52,Neutral
3900,"@FoxNews #GOPDebate In the end, impressed with questions and moderators.  Kudos to Fox News.",Positive
3901,GOOD POINT  Wait 'til you hear him in a SERIOUS Debate! #GOPDebate #FoxNews  https://t.co/IGhQI3LgH9,Neutral
3902,"RT @Jayedilla: Surprise surprise, @GovMikeHuckabee thinks #trans life is a ""social experiment"" #GOPDebate",Negative
3903,I think @realDonaldTrump was caught by surprise by that first question and was never able to recover his equilibrium. #GOPDebate,Neutral
3904,"RT @libertyjibbet: Hey .@realDonaldTrump You know who didn't whine about ""unfair"" questions? @CarlyFiorina Grow a set why don't ya'. #GOPDeâ€¦",Positive
3905,"RT @MSchmidtRTD: Va. GOP leaders praise debate performances. Trump's, not so much. http://t.co/Ul5pgAq4UH #Election2016 #GOPDebate",Negative
3906,"RT @ShannonBream: The donor class feeds the political class, govt keeps getting bigger - says @GovMikeHuckabee #GOPdebate",Neutral
3907,RT @GovernorPerry: ICYMI: @GovernorPerry on Border Security/Illegal Immigration #GOPDebate  #Perry2016 #tcot https://t.co/1S25d2D0nK,Neutral
3908,"RT @Gabby_Hoffman: .@tedcruz is the smartest, most underrated candidate up on stage. We should be looking to him for leadership. #GOPDebate",Positive
3909,"Didn't like #ScottWalker before the debates, like him even less now. #GOPDebate",Negative
3910,RT @AnneBayefsky: .@SenTedCruz: any American who leaves &amp; joins #ISIS should lose their passport. So there's no coming home. #GOPDebate,Neutral
3911,"Even though she's a super conservative reporter, I actually like Megyn Kelly's interview style &amp; she did great at the #GOPDebate",Positive
3912,@marcorubio did a fantastic job showing why @MarcoRubio_2016 is the only way to go. #GOPDebate #Rubio2016 #letsgo http://t.co/JGnN2f5qo2,Positive
3913,"RT @jjauthor: @learjetter, I was waiting for @megynkelly to ask @realDonaldTrump, ""When did you stop beating your wife?"" #GOPDebate http://â€¦",Negative
3914,Check out http://t.co/k1hbpWGv6w for a fresh political perspective! #blog #blogger #finchley1959 We update constantly! #GOPDebate,Neutral
3915,RT @EQphoto: Just remember no matter wins the #GOPDebate everyone who watched it loses #alcoholpoisoning,Negative
3916,Trump should have told Megyn Kelly to go to HELL! #FoxNews #GOPDebate,Negative
3917,RT @mch7576: RT â€œ@TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/pRy2QPCWfuâ€â€,Negative
3918,Who's the real illegal alien- #GOPDebate  Farrakhan on Immigration  the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,Negative
3919,"#GOPDebate 2016 #teamdrbencarson @RealBenCarson  WOW! Brilliant, Cool, Calm &amp; Collected.#empowering",Positive
3920,Ghana got swag  RT' &amp; DL' #InternationalBeerDay #GOPDebate #fridayreads @timayatimaya  #AMAYANABO_cover  Â»Â» http://t.co/DRKtW64C1u,Positive
3921,"RT @JRehling: #GOPDebate Donald Trump says that he doesn't have time for political correctness. How does calling women ""fat pigs"" save him â€¦",Negative
3922,"@Bipartisanism Well, technically we didn't, but the Supreme Court said we did.  #GOPDebate",Neutral
3923,"RT @congoboy: This is going to be a long, tiring election season. 
""shockingly ill-informed"" candidates at #GOPDebate
http://t.co/vTK1k0tXiâ€¦",Negative
3924,RT @JosephKapsch: And @HillaryClinton @BarackObama and @JoeBiden are all... #GOPDebate http://t.co/gdGWasXwdR,Neutral
3925,"@nytimes and @CNN praised @FoxNews and they thought they did a good job #GOPDebate 
Not a good thing",Negative
3926,RT @mch7576: RT â€œ@TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/pRy2QPCWfuâ€â€,Negative
3927,"If you're sick of #GOPDebate analysis, wait until Sunday night when @iamjohnoliver and @LastWeekTonight are locks to make us all LOL.",Neutral
3928,The big twist of the #GOPDebate is that @RandPaul swapped bodies with his teenage son after a Chinese earthquake yesterday morning.,Neutral
3929,"@AC360 @donnabrazile Hope you 2 are next in like to mess with the Bull, bring it bc you will get the horns next #rathofAmerica #GOPDebate",Neutral
3930,Had a great time watching the #GOPDebate last night http://t.co/qCmxMU8MLP,Positive
3931,RT @P0TUS: #GOPDebate closing statements: http://t.co/S15NLilLso,Negative
3932,I really think a @RandPaul @CarlyFiorina alliance is in order! This would be a political powerhouse! #FOXNEWSDEBATE #GOPDebate #2016election,Positive
3933,Summary is the #GOPDebate: Status quo shit show,Negative
3934,RT @Raiden679: Good explanation as to why #Trump surges ahead of other #cuckservative candidates. #GOPDebate http://t.co/hagmnn1Tv7 http://â€¦,Positive
3935,"RT @zellieimani: During debates on terrorism, don't expect anyone to bring up white supremacist organizations engaging in terrorism. #KKKorâ€¦",Negative
3936,"After the #GOPDebate, I'm all #YasKween! http://t.co/2VRyVXpTgU",Positive
3937,RT @alexandraheuser: GOOD POINT  Wait 'til you hear him in a SERIOUS Debate! #GOPDebate #FoxNews  https://t.co/IGhQI3LgH9,Positive
3938,RT @lesleyabravanel: My girl Hillary Clinton whips and nae naes like nobody's business. That's why Trump had to pay her to come to his weddâ€¦,Negative
3939,RT @ScottWalker: Russia &amp; China know more about @HillaryClintonâ€™s email server than Congress #GOPdebate #Walker16     http://t.co/Sd0cpKGhw1,Neutral
3940,"RT @HippieLily: How @_shannonrose17_ and I are dealing with the #GOPDebate ðŸ˜‚ these are the republicans, America http://t.co/tlZ8rK7jr7",Negative
3941,I don't know if I should laugh or cry after last nights #GOPDebate.,Neutral
3942,RT @fightfor15: Total number of mentions of Min Wage in tonight's Rep debate: ZERO http://t.co/Vd2oBzdjgj #GOPDebate #FightFor15 http://t.câ€¦,Negative
3943,"RT @congoboy: This is going to be a long, tiring election season. 
""shockingly ill-informed"" candidates at #GOPDebate
http://t.co/vTK1k0tXiâ€¦",Negative
3944,RT @murphttam: Miss the #GOPDebate last night? Don't fear! I've got you covered with a recap https://t.co/mdI4JzVabp,Neutral
3945,"@realDonaldTrump treated @RandPaul like the little gnat he is. 
#GOPDebate #tcot #trump #MakeAmericaGreatAgain #GoTrump",Positive
3946,"Rush: ""Not one of the 9 other candidates on the stage joined Megan Kelly in going after Donald Trump"" #GOPDebate",Neutral
3947,I didn't watch the #GOPDebate I need some highlights of the dumb shit they said. Like #RonaldRaven lmao,Neutral
3948,#GOPDebate The talking heads put on the debate now the talking heads are telling us how the debates went. Maybe we wasted our time watching,Negative
3949,"RT @peddoc63: Go CarlyðŸ“¢
Go CarlyðŸ“¢
Go CarlyðŸ“¢
@CarlyFiorina #Carly2016 #GOPDebate
@steph93065 @MaydnUSA http://t.co/Pk45i5Zvk0",Positive
3950,"RT @jstephencarter: My #hottake: Carly Fiorina became a 1st tier candidate yesterday. Otherwise, #GOPDebate changed nothing/will be ancientâ€¦",Neutral
3951,RT @zellieimani: What people saw in person vs what we saw on tv. #GOPDebate http://t.co/QlGsXRH5Hw,Negative
3952,"RT @FoxNews: .@ScottWalker: Instead of picking fights with Republicans, bring the fight back to @HillaryClinton. #GOPDebate http://t.co/NHRâ€¦",Neutral
3953,"@Suthen_boy Trump exposed the fact that every other candidate is nothing more than the puppet of their wealthy benefactors!  
#GOPDebate",Positive
3954,@fbhw they're going to need to borrow the train horn for the next #GOPDebate ! The little bell was wimpy! #hornmeansyouredone,Negative
3955,RT @ChrisJZullo: Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #unâ€¦,Negative
3956,#GOPDebate: Ted Cruzâ€™s Precious Daughters Steal The Show: There were certainly someÂ â€œdid they really just say ... http://t.co/jzlh4Lrzh4,Positive
3957,"RT @NaphiSoc: I am more committed than ever to support Democratic nominee thanks to #GOPDebate 
and any ""Dem"" who even hesitates is not a Dâ€¦",Positive
3958,RT @MashableNews: .@realdonaldtrump went on a late-night Twitter rant against @MegynKelly after the #GOPdebate: http://t.co/dl4mWpNZzm httpâ€¦,Neutral
3959,"Early2000s: I did political theater w/""Billionaires for Bush (or Gore)"" re corruption of $ in politics. #GOPDebate Trump: ""I buy 'em all!""",Negative
3960,"Me: *watches the #GOPDebate *
Me: *looks directly into the camera like I'm on The Office*",Neutral
3961,"""Was GOP Debate a Campaign Preview or Rearview?"" by @BradBannon on @LinkedIn https://t.co/n0mko8qQIE #UniteBlue #P2 #POTUS #GOPDebate #RSG15",Neutral
3962,RT @TheBloggess: Rather than watching the #GOPDebate I'm just watching @maureenjohnson live-tweet it.  I've made the right decision. https:â€¦,Neutral
3963,"RT @toddstarnes: Megyn Kelly: ""Would you really let a mother die rather than have an abortion?â€ Are you freaking kidding me? #GOPDebate",Negative
3964,The First #GOPDebate: Social Media Reaction and More http://t.co/sBvY8iiruF,Neutral
3965,"@joshbretow dude I totally thought the PFTCommenter pic from the #GOPDebate was photo shopped, guess not, hahaha so righteous",Neutral
3966,RT @Jackie_Pepper: #Jeb is giving me some serious Janet Reno tonight. #GOPDebate http://t.co/VxfY7MS1WG,Negative
3967,"RT @bourgeoisalien: Can't wait until the end of the debate when they wrestle an angry, meth addicted bear to the death to see who the real â€¦",Neutral
3968,RT @JosephKapsch: And @HillaryClinton @BarackObama and @JoeBiden are all... #GOPDebate http://t.co/gdGWasXwdR,Neutral
3969,"RT @edstetzer: Btw... when you mix politics and religion, you get politics. #GOPDebate",Negative
3970,Hope #tcot&amp;#tgdn enjoyed the pander-fest at the #GOPDebate debate last night. How does spoon-fed pap taste? @GOP @BuhByeGOP  @LOLGOP,Neutral
3971,This is my favorite quote of the #GOPDebate This is the only point @realDonaldTrump needed to make.  https://t.co/KwHdfmUvA5,Positive
3972,RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.,Positive
3973,RT @brianstelter: Overnight #'s: #GOPDebate had a 16.0 household rating. The biggest GOP debates in 2011/12 had 5.3 ratings http://t.co/vhLâ€¦,Positive
3974,"RT @TexasCruzn: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/1z3VuFjZlw""",Neutral
3975,"RT @FrankConniff: Fox News #GOPDebate interviewer to candidates: ""What's your take on these GOP talking points I'm feeding you?""",Negative
3976,"RT @johncardillo: .@SenTedCruz is brilliant, principled, and fearless. The future of the party. The est. Rove, Priebus @GOP is a statist diâ€¦",Positive
3977,Scott Walker's Wisconsin Is Seeing The Fastest Shrinking Middle Class In America http://t.co/zoPokedb8L #GOPDebate #VotersFirst #Trump2016,Positive
3978,"RT @SiteROI: @GovernorPerry fights back against ""what will you do abt immigration"" Q. Says border is porous, and that must be fixed first. â€¦",Positive
3979,hadiyah: Rand Paul rocking that Wet and Wavy. Ooh Kill'em! #GOPDebate,Negative
3980,RT @GovMikeHuckabee: Washington has done enough lying and stealing â€“ I will protect Social Security &amp; Medicare. http://t.co/9da0D98KdW #GOPâ€¦,Positive
3981,"Republicans Debate Economics: Rubio Wins, Bush Falters, Huckabee Exaggerates http://t.co/mOlloaQhWQ #GOPdebate #knowmorenotless @GPNAPLang",Positive
3982,"RT @peddoc63: Go CarlyðŸ“¢
Go CarlyðŸ“¢
Go CarlyðŸ“¢
@CarlyFiorina #Carly2016 #GOPDebate
@steph93065 @MaydnUSA @LessGovMoreFun http://t.co/oheKLwZARc",Positive
3983,"RT @michaelpleahy: Rush: ""most important thing"" in #GOPDebate ""Carly Fiorina - 'The Dem Party is undermining the very character of this natâ€¦",Neutral
3984,"Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate
https://t.co/w31LtcLTfm",Neutral
3985,"Maybe if we should paying attention to every little thing #DonaldTrump sez....he's not a novelty anymore! 
#GOPDebate #GOPClownCar",Negative
3986,RT @warriorwoman91: I liked her and was happy when I heard she was going to be the moderator. Not anymore. #GOPDebate @megynkelly  https://â€¦,Negative
3987,Huckabee: 'The Military Is Not A Social Experiment' http://t.co/vV2lxN2U6k Agreed! #GOPDebate,Positive
3988,RT @MattyIceAZ: Scott Walker can't even carry his own state. #GOPDebate,Negative
3989,"So, it's official; the GOP 2016 Platform is less abortion, more war. That's it. That's what they are after. #GOPDebate #Priorities",Negative
3990,"RT @tedcruz: We've seen a lot of campaign conservatives, but if we're going to win in 2016, we need a consistent conservative. #GOPDebate #â€¦",Positive
3991,@FelizRobertson The #GOPDebate . Still reviewing. Guyana next elections on my mind.,Neutral
3992,RT @NinjaEconomics: What are the best drinking games for the #GOPDebate tonight?,Neutral
3993,"RT @SiteROI: @GovernorPerry fights back against ""what will you do abt immigration"" Q. Says border is porous, and that must be fixed first. â€¦",Positive
3994,"@bullriders1 @Olivianuzzi @daveweigel The #GOPDebate was better than I thought it'd be, though candidates finessed issues with sound bytes.",Positive
3995,"RT @sallykohn: Hey look, itâ€™s 10 men standing on a stage arguing why they should get to control womenâ€™s bodies and choices. #GOPDebate",Negative
3996,"#GOPDebate ignored Americaâ€™s 45 million poor, but didnâ€™t stop the candidates from mentioning â€œimmigrationâ€ and â€œillegalâ€ as the real threat",Negative
3997,"#GOPDebate ignored Americaâ€™s 45 million poor, but didnâ€™t stop the candidates from mentioning â€œimmigrationâ€ and â€œillegalâ€ as the real threat",Negative
3998,RT @TheBaxterBean: Watch Donald Trump Receive Enormous Applause for Horribly Misogynistic #GOPDebate Answer http://t.co/R4e8TpOtd5 http://tâ€¦,Negative
3999,"RT @BenJamminWalker: Under no circumstances should 10 men dictate abortion rights to women. It's the 21st Century, we are better than that.â€¦",Negative
4000,"RT @stitchkingdom: so quick question.. if God is personally advising all the #GOPDebate candidates, shouldn't they all agree with each otheâ€¦",Neutral
4001,If we played #GOPdebate survivor @CarlyFiorina @BobbyJindal should replace @ChrisChristie &amp; @GovMikeHuckabee http://t.co/yfaJHhIVKG @gannett,Neutral
4002,RT @ThePatriot143: Debbie Blocks Tweeter Who Questioned Dem Debate Schedule  http://t.co/gXNa0TOqaQ #GOPDebate @DWStweets http://t.co/kxIKFâ€¦,Negative
4003,RT @Daenerys: Listening to the #GOPDebate like http://t.co/3JrCuQdAFu,Negative
4004,RT @GovMikeHuckabee: Washington has done enough lying and stealing â€“ I will protect Social Security &amp; Medicare. http://t.co/9da0D98KdW #GOPâ€¦,Positive
4005,"Winners, losers, &amp; @realDonaldTrump. Here's my round-up of #GOPdebate-&gt;http://t.co/RNUNbPaWgp http://t.co/sfQIwda61G",Positive
4006,"I was pretty impressed by Rubio, Kasich, and Cruz in the primetime debate last night. #GOPDebate",Positive
4007,RT @LeslieMac: But the murder of black ppl is just fine- just not unborn black babies? #GOPLogic #GOPDebate,Negative
4008,RT @TheBaxterBean: Scott Walker's Abortion Ban Allows Rapist Father To Sue For Emotional Distress http://t.co/rHMvgumuir #GOPDebate @Badgerâ€¦,Negative
4009,Kind of glad I didn't get to watch the #GOPDebate yesterday. Better for my mental health! ðŸ˜Š,Positive
4010,RT @DanScavino: .@realDonaldTrump has complete control of #GOPDebate stage tonight @BretBaier @megynkelly #KellyFailed #Trump2016 ðŸ‡ºðŸ‡¸ http:/â€¦,Positive
4011,Didn't catch the full #GOPdebate last night. Here are some of Scott's best lines in 90 seconds. #Walker16 http://t.co/ZSfFBJmvx8,Positive
4012,"RT @AmyMek: We all owe @realDonaldTrump a huge thank you 4 exposing to the worldðŸ‘‰@megynkelly, Chris Wallace, &amp; @FrankLuntz are true Rhinos!â€¦",Negative
4013,Who's the real illegal alien- #GOPDebate  Farrakhan on Immigration  the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,Negative
4014,"â€œ@GovMikeHuckabee: Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate rigged",Negative
4015,@marcorubio #GOPDebate winner in my book! #dale #cuban,Positive
4016,RT @ScottWalker: Didn't catch the full #GOPdebate last night. Here are some of Scott's best lines in 90 seconds. #Walker16 http://t.co/ZSfFâ€¦,Positive
4017,"Who won #GOPDebate? Why, the candidate I liked already. Can't you see? It's so obvious!",Neutral
4018,RT @theonlyadult: This is the @POTUS we have now. One of the people on TV now might be the next one. RIP everything. #GOPDebate http://t.coâ€¦,Negative
4019,"My thoughts exactly.
#FrothyMixture
#GOPDebate 

http://t.co/xccj3HGJq8",Negative
4020,"IMHO #GOPDebate 
winners #MarcoRubio #Kasich #DonaldTrump 
Losers #ScottWalker #RandPaul #BenCarson 
All others were completely forgettable",Positive
4021,#GOPDebate Each candidate claims they speak directly with God...,Neutral
4022,"RT @JHoganGidley: VIDEO: @GovMikeHuckabee Crushes Frank Luntz @FoxNews focus group: http://t.co/zTrUVoFwGG 
cc: @FrankLuntz #Huckabee2016 #â€¦",Positive
4023,"Republicans Debate Economics: Rubio Wins, Bush Falters, Huckabee Exaggerates http://t.co/mOlloaQhWQ #GOPdebate #knowmorenotless @GPNAPLang",Positive
4024,"RT @JillStanek: ""I think future generations will look back and call us barbarians for killing millions of babies."" ~@MarcoRubio #GOPDebate â€¦",Negative
4025,@TheDailyShow Jon Stewart can feel comfortable w/retirement as #GOPDebate solved all problems(personal &amp; scientific) https://t.co/voVjmTwu5J,Negative
4026,"""I think God's a pretty fair guy"" -Ben Carson, neurosurgeon, on his belief modern day taxation should be based on an ancient book
#GOPDebate",Negative
4027,"RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/1z3VuFjZlw""",Neutral
4028,"RT @maureenjohnson: ""Where do you think women should sleep when they have The Curse? The shed? Or in an open field, not on your property?' â€¦",Negative
4029,.@ObamaAgenda @BaracksBackers Um..During the #GOPDebate. DERP!,Neutral
4030,"RT @kirahoffy: ""@FoxNews web stream and mobile app fail during #GOPDebateâ€ â€¦ Why am I not surprised? http://t.co/tkpEsoOEZT",Negative
4031,"RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/WQnSuPSPkC""",Neutral
4032,RT @_rightchick: I just love @CarlyFiorina!! She owned last night ðŸ™ŒðŸ¼ðŸ‡ºðŸ‡¸ðŸ˜ #GOPDebate #ycot http://t.co/6khqpdqpn9,Positive
4033,"@IngrahamAngle ""@CarlyFiorina ran away with it."" #GOPDebate #Carly2016 https://t.co/8AQYJ9bYOr",Neutral
4034,"#Trump is right about @megynkelly but really needs to study Matthew 7, verses 3-5. #GOPDebate  https://t.co/ygNprhiehV",Positive
4035,RT @TomBradysEgo: He got my vote #GOPDebate http://t.co/XMFPoYhcN1,Positive
4036,"You can't be pro-life AND have watched that 2 hour abortion last night.
#GOPDebate #forkedtongue #IseeOrangePeople",Negative
4037,"RT @sallykohn: I think @megynkelly won #GOPDebate!  Hard hitting questions of concern to majority of voter, not just fringe GOP base. 

#Meâ€¦",Positive
4038,"RT @rumpfshaker: Having attended @marcorubio &amp; @GovernorPerry's announcements, I assure you both mentioned illegal immigration as a prioritâ€¦",Positive
4039,They seem to have an audience full of lefty righties. #GOPDebate,Neutral
4040,RT @MolonLabe1776us: How much did Hillary/ CNN/ and MSNBC pay you to moderate tonight? @megynkelly #GOPDebate @realDonaldTrump #TCOT http:/â€¦,Neutral
4041,RT @murphttam: Miss the #GOPDebate last night? Don't fear! I've got you covered with a recap https://t.co/mdI4JzVabp,Neutral
4042,"RT @GovMikeHuckabee: .@FredBarnes, @weeklystandard: ""Mike Huckabee was the star of the Luntz focus group show. When he spoke, the feedback â€¦",Positive
4043,RT @optibotimus: Know what's funny....the #GOPDebate probably has a better score on rotten tomatoes than #FantasticFour ðŸ‘,Positive
4044,RT @zellieimani: What people saw in person vs what we saw on tv. #GOPDebate http://t.co/QlGsXRH5Hw,Negative
4045,RT @4BillLewis: .@Rosie O'Donnell Responds to @realDonaldTrump Mid-Debate Insult http://t.co/hvN3G3c9Kq http://t.co/jPpgQi9TBN #GOPDebate #â€¦,Neutral
4046,"RT @AmyMek: ""God has blessed the Republican party with many great candidates, @TheDemocrats can't even find one"" - @marcorubio #GOPDebate",Neutral
4047,RT @JohnKasich: Scrap the President's Iran deal. Iran canâ€™t get a nuke. #Kasich4Us #GOPDebate http://t.co/9TrZxOnLZF,Neutral
4048,RT @richardhine: Joe Biden watching the #GOPDebate http://t.co/6y2aXgITms,Neutral
4049,RT @zellieimani: What people saw in person vs what we saw on tv. #GOPDebate http://t.co/QlGsXRH5Hw,Negative
4050,"RT @TheBaxterBean: Rubio Budget Raises MiddleClass Taxes, Adds $4.5T Deficit, Cuts InvestmentTax To $0 http://t.co/9S9NuVSAf7 #GOPDebate htâ€¦",Neutral
4051,"Fun game: When re-watching the #GOPDebate replace the word ""God"" with ""Koch Bros"" or ""Reagan.""",Neutral
4052,"#Trump is right about @megynkelly but really needs to study Matthew 7, verses 3-5. #GOPDebate  https://t.co/ygNprhiehV",Positive
4053,"RT @jjauthor: @learjetter, I was waiting for @megynkelly to ask @realDonaldTrump, ""When did you stop beating your wife?"" #GOPDebate http://â€¦",Negative
4054,"RT @_HankRearden: Well, so much for Krauthammer's theory about the 'collapse of Trump' lol. #GOPDebate #Trump2016 http://t.co/xtMDUbZGnj",Negative
4055,RT @CarolCNN: #DonaldTrump under fire for comments about women @PeterBeinart @SL_Schaeffer @IWF @@MyRkiger weigh in on #GOPdebate http://t.â€¦,Negative
4056,"RT @GetEQUAL: Who said it, #KKKorGOP? â€œWe need a hundred more like Jesse Helms in the U.S. Senate.â€ #GOPdebate",Neutral
4057,"RT @michellemalkin: #gopdebate Everything about Jeb Bush, Common Core, Pearson, PARCC &amp; money trail that you didn't learn from Fox ==&gt; httpâ€¦",Neutral
4058,RT @palmaceiahome1: Trump should have told Megyn Kelly to go to HELL! #FoxNews #GOPDebate,Negative
4059,"RT @nannacassie: #CarlyFiorina knows what she's doing. Name your opponents weakness,name your own strenghths,state what she wanrts,ask for â€¦",Positive
4060,18 hours later looking back: My biggest gaffe of the #GOPDebate was repeatedly tagging Victor Cruz (@TeamVic) instead of Ted Cruz (@tedcruz),Neutral
4061,RT @oftenimprudent: I wish we could teach teenage girls to love themselves as much as Donald Trump loves himself. #GOPdebate,Negative
4062,RT @theonlyadult: This is the @POTUS we have now. One of the people on TV now might be the next one. RIP everything. #GOPDebate http://t.coâ€¦,Negative
4063,"RT @larryelder: Trump SHOULD have said, ""If that's how you wish to begin, ask these gentlemen will THEY support ME when I win the nominatioâ€¦",Neutral
4064,"#GOPDebate #Hillary2016 I share some sentiments, I have some favorites on #GOP side, but I have no enthusiasm, don't want to vote for any.",Negative
4065,RT @TheBaxterBean: Marco Rubio Told To His Face He's 'Candidate Of Yesterday' For His Anti-Gay Bigotry http://t.co/a4EiuETTLf #GOPDebate htâ€¦,Negative
4066,RT @nerdist: Trump's really great in Orange is the New Orange #GOPDebate,Positive
4067,"RT @GovMikeHuckabee: Without a secure border, nothing matters --&gt; http://t.co/9da0D98KdW #ImWithHuck #GOPDebate http://t.co/9iTfSTTJRk",Neutral
4068,"That pose is SO awkward. Who in the hell did she work with?  She's stiff, not natural. Kinda like the #GOPDebate last night. @Pissed_Pat",Negative
4069,"RT @Dagny_Galt: Shorter @JohnKasich: ""I am proud to embrace the Obama agenda &amp; expand government in Ohio.""  #RINO #GOPDebate #tcot #teapartâ€¦",Neutral
4070,RT @ColorOfChange: Or better said: http://t.co/mXxHGYMb2a #KKKorGOP #GOPDebate,Neutral
4071,"RT @pattonoswalt: ""Have any of you received a word from God?"" = ""Are any of you soup-sandwich crazy?"" #GOPDebate",Neutral
4072,"RT @Sanders4Potus: RT @ABCPolitics: According to @gov, the most-retweeted candidate tweet of the #GOPDebate didn't come from a Republâ€¦ httpâ€¦",Neutral
4073,".@BorowitzReport assesses Walker's #GOPDebate performance, via @NewYorker: http://t.co/87P5EeW8W7",Positive
4074,"RT @pattonoswalt: Wait, does Rand Paul want to marry a gun? Not saying that's a deal-breaker for me, but still... #GOPDebate",Negative
4075,"RT @SnarkyDemo: What did the #GOPDebate teach us about a future President Trump?  America probably wonâ€™t be safe, except if weâ€™re attacked â€¦",Negative
4076,"RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate ðŸ˜’ --&gt; http://t.co/QxdoeMfuqO http://t.co/mcr6lrJh2h",Negative
4077,"RT @kvxrdashian: Jeb Bush: ""Obama is at fault, not my brother, because Obama didn't clean up the mess my brother made."" #GOPDebate http://tâ€¦",Negative
4078,"RT @theskysgoneout: To non-Christians, #GOPDebate ""God"" questions underline how little anyone really cares about religious minorities. Chriâ€¦",Negative
4079,RT @SarahBatcha: Did you watch tonight's #GOPDebate? Here's what it looked like through the eyes of Twitter: http://t.co/ubW2aOImxh http://â€¦,Neutral
4080,#GOPDebate was a great theatrical performance. They should do Broadway.,Negative
4081,RT @MrPooni: Fox News trying to convince us young Black Americans are more worried about ISIS than police terrorism #GOPDebate http://t.co/â€¦,Negative
4082,Easily the best part of last night's #GOPDebate â€œ@SRShowSXM: Trump takes down Rosie. https://t.co/kC62VtBf6pâ€,Positive
4083,"Republicans Debate Economics: Rubio Wins, Bush Falters, Huckabee Exaggerates http://t.co/mOlloaQhWQ #GOPdebate #knowmorenotless @GPNAPLang",Positive
4084,"Smartest &amp; wisest man in the room last night barely got any speaking time, I'm a little salty about that #GOPDebate @RealBenCarson",Positive
4085,"RT @FrankLuntz: The biggest (pleasant) surprise in tonightâ€™s #GOPDebate was Ben Carson.

#KellyFile",Positive
4086,RT @BBCJonSopel: Listening to Donald #Trump2016 you get impression he could start a fight in an empty room #GOPDebate,Negative
4087,"@FoxNews #GOPDebate In the end, impressed with questions and moderators.  Kudos to Fox News.",Positive
4088,"hadiyah: Bruh, Ben Carson is boring AF! He need to punch Trump in the face so he can get in the game. #GOPDebate",Negative
4089,RT @Didikatz: Mistake to think #GOPDebate would be fun. Seeing deep sickness US conservatism has become bastardized &amp; spawned by @FoxNews vâ€¦,Negative
4090,Summary is the #GOPDebate: Status quo shit show,Negative
4091,RT @weeklystandard: .@realDonaldTrump is looking more like Bernie Sanders - on the issues http://t.co/bzKnuXxObk #GOPDebate http://t.co/dxxâ€¦,Negative
4092,RT @theonlyadult: This is the @POTUS we have now. One of the people on TV now might be the next one. RIP everything. #GOPDebate http://t.coâ€¦,Negative
4093,RT @CNNMoney: #GOPDebate recap: @realDonaldTrump vs. @megynkelly. Who won the night? http://t.co/YwdF7hJgdB By @brianstelter http://t.co/Lzâ€¦,Neutral
4094,@rushlimbaugh Americans getting beheaded overseas and @megynkelly is worried whether @realDonaldTrump calls Rosie O'Donnell fat? #GOPDebate,Negative
4095,"In honor of last night's #GOPDebate, I'd like to add an exclamation point to the end of my name, and maybe get it put on Jeb! vanity plate.",Positive
4096,On #immigrationreform #GOPDebate @marcorubio: most are Central Americans not Mexicans (true) and he wants electronic monitoring systems,Neutral
4097,RT @TeamMarco: Marco nailed it on abortion. We must protect life. #GOPDebate http://t.co/Nn6S7dO22J,Positive
4098,RT @holly_harris: On @TODAYshow @chucktodd says @JohnKasich helped himself the most in the #GOPDebate. Kasich's 1st answer of night includeâ€¦,Positive
4099,Hey @ChrisChristie exploiting the tragedy of 9/11 for your own political gain is @rudygiulianiGOP's thing #GOPDebate,Negative
4100,"RT @TheAbridgedZach: The 3 Most and Least Libertarian Moments from Last Night's #GOPDebate. (Spoiler: ""Most"" was slim pickin'): https://t.câ€¦",Neutral
4101,#GOPDebate constant: those who have already committed to a candidate believe it was their ox that was gored last night. #tcot,Neutral
